usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Index;Annee_naissance;Enfnat_en_conduite;Presence_enfant;plage_revenu;Valeur_residence;Point_perdu
Private;z_SUV;no;3;9.0;z_Highly Rural/ Rural;14/01/2021;complet;dev_integral;9164;1978;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;29/09/2021;incomplet;dev_express;9165;2017;Non;Oui;-;0-75k€;0-4pts
Commercial;Minivan;yes;3;10.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;9166;1967;Non;Non;0-25k€;75-150k€;0-4pts
Private;Pickup;yes;0;9.0;Highly Urban/ Urban;01/06/2020;complet;dev_integral;9167;1943;Non;Oui;0-25k€;-;0-4pts
Private;z_SUV;no;6;1.0;Highly Urban/ Urban;01/03/2020;complet;dev_express;9168;1969;Non;Oui;25k-50k€;0-75k€;4-8pts
Private;Minivan;yes;5;18.0;Highly Urban/ Urban;29/01/2022;complet;dev_premium;9169;2000;Non;Non;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;1;9.0;Highly Urban/ Urban;17/08/2020;complet;dev_express;9170;2009;Non;Oui;50k-75k€;+200k€;0-4pts
Commercial;Minivan;no;0;10.0;Highly Urban/ Urban;11/07/2019;complet;dev_express;9171;1961;Non;Non;+100k€;+200k€;0-4pts
Private;Sports Car;no;8;11.0;Highly Urban/ Urban;19/11/2019;complet;dev_express;9172;1983;Non;Non;0-25k€;75-150k€;4-8pts
Private;Pickup;no;7;;Highly Urban/ Urban;27/07/2021;complet;dev_integral;9173;1935;Non;Oui;25k-50k€;0-75k€;4-8pts
Commercial;Panel Truck;yes;4;14.0;Highly Urban/ Urban;31/08/2020;complet;dev_integral;9174;1947;Non;Non;+100k€;0-75k€;0-4pts
Private;Sports Car;no;0;6.0;Highly Urban/ Urban;16/06/2021;complet;dev_vip;9175;1960;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;23.0;Highly Urban/ Urban;23/08/2020;complet;dev_express;9176;2009;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;29/05/2020;complet;dev_express;9177;1968;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;4;6.0;Highly Urban/ Urban;16/05/2020;complet;dev_express;9178;2011;Non;Oui;+100k€;0-75k€;0-4pts
Private;z_SUV;no;10;18.0;Highly Urban/ Urban;19/06/2020;complet;dev_integral;9179;1953;Non;Non;25k-50k€;0-75k€;8-12pts
Private;Sports Car;no;6;1.0;Highly Urban/ Urban;15/02/2021;incomplet;dev_express;9180;1958;Non;Oui;25k-50k€;75-150k€;4-8pts
Private;Minivan;no;2;6.0;Highly Urban/ Urban;12/10/2021;complet;dev_express;9181;1953;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Minivan;no;5;1.0;Highly Urban/ Urban;05/06/2021;complet;dev_integral;9182;2001;Non;Non;50k-75k€;150-200k€;4-8pts
Commercial;Van;no;2;12.0;Highly Urban/ Urban;13/10/2021;complet;dev_premium;9183;1969;Non;Oui;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;9.0;z_Highly Rural/ Rural;29/04/2019;complet;dev_integral;9184;2012;Non;Non;+100k€;+200k€;0-4pts
Private;Van;yes;4;1.0;Highly Urban/ Urban;26/04/2021;complet;dev_integral;9185;1973;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;no;2;15.0;Highly Urban/ Urban;15/04/2020;complet;dev_integral;9186;1938;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;0;3.0;Highly Urban/ Urban;15/04/2019;incomplet;dev_integral;9187;1939;Non;Non;25k-50k€;+200k€;0-4pts
Private;Sports Car;no;4;19.0;Highly Urban/ Urban;25/01/2021;complet;dev_integral;9188;1948;Non;Non;-;0-75k€;0-4pts
Commercial;Panel Truck;no;5;13.0;Highly Urban/ Urban;12/08/2021;complet;dev_integral;9189;1956;Non;Non;75k-100k€;+200k€;4-8pts
Private;Sports Car;no;3;9.0;z_Highly Rural/ Rural;09/04/2020;complet;dev_integral;9190;1972;Non;Non;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;3;7.0;z_Highly Rural/ Rural;09/05/2022;complet;dev_premium;9191;1950;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;04/07/2021;complet;dev_integral;9192;1981;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;Van;yes;2;1.0;z_Highly Rural/ Rural;09/06/2019;complet;dev_express;9193;1961;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;10.0;z_Highly Rural/ Rural;23/10/2020;complet;dev_integral;9194;1973;Non;Non;0-25k€;0-75k€;0-4pts
Private;Pickup;no;2;10.0;Highly Urban/ Urban;19/06/2020;complet;dev_express;9195;1960;Non;Oui;75k-100k€;0-75k€;0-4pts
Commercial;Pickup;yes;1;16.0;Highly Urban/ Urban;03/06/2021;complet;dev_premium;9196;1958;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Pickup;yes;0;1.0;z_Highly Rural/ Rural;22/06/2020;complet;dev_integral;9197;1935;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;26/09/2021;complet;dev_premium;9198;2004;Non;Non;+100k€;+200k€;0-4pts
Private;Sports Car;no;0;18.0;Highly Urban/ Urban;15/01/2022;complet;dev_premium;9199;1976;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;25/09/2020;complet;dev_integral;9200;1956;Oui;Oui;-;0-75k€;0-4pts
Private;z_SUV;no;3;14.0;Highly Urban/ Urban;22/07/2021;complet;dev_express;9201;1959;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;1;19.0;z_Highly Rural/ Rural;20/04/2020;complet;dev_integral;9202;2004;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;1;1.0;z_Highly Rural/ Rural;11/05/2022;complet;dev_express;9203;2008;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Van;yes;7;14.0;Highly Urban/ Urban;24/05/2019;complet;dev_express;9204;2002;Non;Non;+100k€;+200k€;4-8pts
Commercial;Minivan;no;7;1.0;Highly Urban/ Urban;05/11/2020;complet;dev_express;9205;1934;Oui;Oui;50k-75k€;0-75k€;4-8pts
Commercial;Pickup;no;2;13.0;Highly Urban/ Urban;22/10/2021;complet;dev_integral;9206;1931;Non;Non;-;150-200k€;0-4pts
Private;Van;yes;0;20.0;Highly Urban/ Urban;24/12/2019;complet;dev_integral;9207;1957;Non;Oui;+100k€;+200k€;0-4pts
Private;Minivan;no;7;1.0;z_Highly Rural/ Rural;09/06/2021;complet;dev_integral;9208;1971;Non;Oui;0-25k€;75-150k€;4-8pts
Private;Minivan;no;0;7.0;z_Highly Rural/ Rural;25/04/2021;complet;dev_express;9209;1973;Oui;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;0;11.0;Highly Urban/ Urban;22/03/2021;complet;dev_express;9210;1979;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Panel Truck;no;0;8.0;z_Highly Rural/ Rural;28/08/2019;incomplet;dev_integral;9211;1954;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;25/07/2021;complet;dev_express;9212;1959;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;yes;0;18.0;Highly Urban/ Urban;11/09/2019;complet;dev_integral;9213;1938;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;5;1.0;z_Highly Rural/ Rural;22/12/2021;complet;dev_express;9214;1984;Non;Oui;75k-100k€;+200k€;4-8pts
Commercial;Minivan;yes;3;8.0;Highly Urban/ Urban;09/04/2021;complet;dev_express;9215;1951;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;2;8.0;Highly Urban/ Urban;17/10/2019;complet;dev_integral;9216;1987;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;22/05/2022;complet;dev_integral;9217;1966;Non;Oui;75k-100k€;+200k€;0-4pts
Private;Sports Car;no;1;9.0;Highly Urban/ Urban;05/09/2019;complet;dev_premium;9218;2000;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;7.0;z_Highly Rural/ Rural;18/04/2019;complet;dev_express;9219;2015;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;13.0;Highly Urban/ Urban;30/06/2020;complet;dev_premium;9220;2010;Non;Non;-;0-75k€;0-4pts
Private;Minivan;no;6;11.0;Highly Urban/ Urban;01/01/2020;incomplet;dev_express;9221;1971;Non;Non;25k-50k€;+200k€;4-8pts
Commercial;Panel Truck;no;4;1.0;z_Highly Rural/ Rural;15/12/2021;complet;dev_premium;9222;1995;Oui;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Van;yes;3;8.0;Highly Urban/ Urban;22/12/2021;complet;dev_integral;9223;1938;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Van;yes;3;1.0;Highly Urban/ Urban;10/08/2020;complet;dev_express;9224;1991;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;28/07/2019;complet;dev_premium;9225;1972;Oui;Oui;0-25k€;150-200k€;0-4pts
Private;Sports Car;no;1;;Highly Urban/ Urban;01/09/2019;complet;dev_express;9226;2021;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;0;12.0;Highly Urban/ Urban;29/09/2020;complet;dev_express;9227;1982;Non;Oui;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;2;11.0;Highly Urban/ Urban;11/06/2019;complet;dev_integral;9228;1966;Non;Oui;75k-100k€;150-200k€;0-4pts
Commercial;Panel Truck;no;6;13.0;Highly Urban/ Urban;22/06/2020;incomplet;dev_premium;9229;1972;Non;Non;+100k€;+200k€;4-8pts
Private;Sports Car;no;0;15.0;Highly Urban/ Urban;16/03/2022;complet;dev_premium;9230;1965;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;4;11.0;Highly Urban/ Urban;24/08/2019;complet;dev_premium;9231;1991;Non;Non;50k-75k€;150-200k€;0-4pts
Commercial;Pickup;no;4;12.0;Highly Urban/ Urban;04/08/2020;incomplet;dev_premium;9232;2009;Non;Non;+100k€;-;0-4pts
Private;Minivan;no;1;13.0;Highly Urban/ Urban;03/08/2020;complet;dev_integral;9233;1940;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Minivan;no;3;1.0;z_Highly Rural/ Rural;25/03/2021;complet;dev_integral;9234;1966;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;5.0;Highly Urban/ Urban;29/07/2020;complet;dev_integral;9235;1967;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;1;1.0;z_Highly Rural/ Rural;13/03/2021;incomplet;dev_integral;9236;1970;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;3;16.0;z_Highly Rural/ Rural;25/06/2021;complet;dev_express;9237;1967;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;4;15.0;Highly Urban/ Urban;10/02/2022;complet;dev_express;9238;1943;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;4;6.0;Highly Urban/ Urban;30/05/2022;complet;dev_express;9239;1982;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;2;15.0;Highly Urban/ Urban;10/07/2020;complet;dev_express;9240;1997;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Minivan;yes;0;15.0;z_Highly Rural/ Rural;26/02/2020;complet;dev_express;9241;1957;Non;Non;25k-50k€;-;0-4pts
Private;z_SUV;no;0;17.0;Highly Urban/ Urban;01/04/2020;complet;dev_vip;9242;1965;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;1;6.0;z_Highly Rural/ Rural;24/10/2021;complet;dev_integral;9243;1952;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;1;10.0;z_Highly Rural/ Rural;20/11/2020;complet;dev_integral;9244;1942;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Van;no;7;10.0;Highly Urban/ Urban;30/03/2021;complet;dev_integral;9245;1965;Non;Non;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;17/09/2019;complet;dev_integral;9246;1950;Non;Non;0-25k€;75-150k€;0-4pts
Private;Van;no;6;6.0;Highly Urban/ Urban;03/03/2021;complet;dev_integral;9247;1978;Oui;Oui;75k-100k€;+200k€;4-8pts
Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;16/12/2019;incomplet;dev_express;9248;1950;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;0;10.0;z_Highly Rural/ Rural;20/07/2020;complet;dev_premium;9249;1936;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;2;15.0;Highly Urban/ Urban;17/04/2019;complet;dev_integral;9250;1962;Non;Non;-;+200k€;0-4pts
Commercial;Pickup;no;2;9.0;Highly Urban/ Urban;07/06/2019;incomplet;dev_express;9251;2002;Oui;Oui;50k-75k€;0-75k€;0-4pts
Commercial;Pickup;no;0;11.0;Highly Urban/ Urban;02/02/2020;complet;dev_express;9252;1957;Non;Non;+100k€;+200k€;0-4pts
Commercial;Minivan;no;2;1.0;Highly Urban/ Urban;10/08/2021;complet;dev_express;9253;1943;Non;Non;50k-75k€;+200k€;0-4pts
Private;Sports Car;no;2;7.0;Highly Urban/ Urban;04/03/2021;complet;dev_premium;9254;1955;Non;Oui;50k-75k€;150-200k€;0-4pts
Private;Minivan;no;0;10.0;Highly Urban/ Urban;25/03/2019;incomplet;dev_integral;9255;2012;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;;Highly Urban/ Urban;07/04/2021;complet;dev_integral;9256;1972;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;0;1.0;Highly Urban/ Urban;25/07/2021;complet;dev_premium;9257;1957;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Pickup;yes;4;12.0;Highly Urban/ Urban;01/12/2021;complet;dev_express;9258;1993;Non;Oui;50k-75k€;+200k€;0-4pts
Commercial;Panel Truck;yes;3;1.0;Highly Urban/ Urban;14/08/2021;complet;dev_express;9259;1932;Oui;Oui;25k-50k€;75-150k€;0-4pts
Private;Pickup;no;0;20.0;Highly Urban/ Urban;14/03/2022;incomplet;dev_integral;9260;1969;Non;Non;+100k€;+200k€;0-4pts
Commercial;Minivan;no;4;10.0;Highly Urban/ Urban;16/06/2021;complet;dev_integral;9261;1961;Non;Non;75k-100k€;-;0-4pts
Commercial;z_SUV;no;1;11.0;Highly Urban/ Urban;10/01/2022;complet;dev_integral;9262;2019;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Van;yes;0;8.0;Highly Urban/ Urban;14/06/2019;complet;dev_premium;9263;1980;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;04/04/2020;complet;dev_express;9264;1998;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Van;no;4;9.0;Highly Urban/ Urban;17/11/2019;incomplet;dev_integral;9265;1977;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;no;0;16.0;Highly Urban/ Urban;20/10/2020;incomplet;dev_express;9266;1965;Non;Non;+100k€;0-75k€;0-4pts
Commercial;Panel Truck;no;2;18.0;Highly Urban/ Urban;16/07/2019;complet;dev_integral;9267;2012;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;1;1.0;Highly Urban/ Urban;02/09/2019;complet;dev_express;9268;2002;Oui;Oui;0-25k€;-;0-4pts
Private;z_SUV;no;3;9.0;Highly Urban/ Urban;31/08/2021;complet;dev_premium;9269;1960;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;3;1.0;z_Highly Rural/ Rural;25/06/2019;complet;dev_express;9270;1956;Non;Non;-;0-75k€;0-4pts
Private;Sports Car;no;7;15.0;Highly Urban/ Urban;04/08/2019;complet;dev_integral;9271;1953;Non;Non;25k-50k€;150-200k€;4-8pts
Private;Pickup;yes;0;1.0;z_Highly Rural/ Rural;23/08/2019;complet;dev_integral;9272;1951;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Sports Car;no;0;9.0;Highly Urban/ Urban;03/06/2021;complet;dev_premium;9273;1963;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;3;1.0;Highly Urban/ Urban;05/03/2021;complet;dev_express;9274;1984;Non;Non;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;0;15.0;Highly Urban/ Urban;27/10/2019;incomplet;dev_express;9275;1962;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;3;6.0;Highly Urban/ Urban;20/06/2019;incomplet;dev_integral;9276;1996;Non;Oui;-;0-75k€;0-4pts
Private;Minivan;no;1;1.0;Highly Urban/ Urban;26/03/2020;complet;dev_express;9277;1958;Non;Non;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;12/03/2021;complet;dev_express;9278;2013;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Sports Car;no;0;1.0;Highly Urban/ Urban;29/09/2019;complet;dev_express;9279;2000;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;z_SUV;no;1;1.0;Highly Urban/ Urban;29/10/2019;complet;dev_integral;9280;1962;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;yes;0;12.0;Highly Urban/ Urban;01/03/2021;complet;dev_integral;9281;2005;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Pickup;no;4;10.0;Highly Urban/ Urban;21/06/2019;complet;dev_integral;9282;1955;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;4;18.0;Highly Urban/ Urban;18/10/2020;complet;dev_integral;9283;1969;Non;Oui;+100k€;0-75k€;0-4pts
Private;z_SUV;no;2;6.0;Highly Urban/ Urban;21/05/2022;complet;dev_integral;9284;1996;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;14.0;Highly Urban/ Urban;16/11/2019;complet;dev_integral;9285;1967;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;yes;8;6.0;Highly Urban/ Urban;27/04/2019;complet;dev_integral;9286;1953;Non;Non;25k-50k€;-;4-8pts
Commercial;Van;no;0;9.0;Highly Urban/ Urban;18/02/2020;incomplet;dev_integral;9287;1957;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;1;9.0;z_Highly Rural/ Rural;24/09/2021;complet;dev_express;9288;1932;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;no;0;13.0;Highly Urban/ Urban;01/11/2019;complet;dev_express;9289;2021;Oui;Oui;+100k€;+200k€;0-4pts
Private;Van;yes;4;1.0;Highly Urban/ Urban;09/04/2022;complet;dev_express;9290;1989;Non;Non;+100k€;+200k€;0-4pts
Commercial;Pickup;no;1;11.0;z_Highly Rural/ Rural;11/01/2020;complet;dev_express;9291;1975;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;4;19.0;Highly Urban/ Urban;07/06/2020;complet;dev_integral;9292;1956;Non;Non;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;2;8.0;Highly Urban/ Urban;10/01/2021;complet;dev_integral;9293;1948;Non;Non;+100k€;+200k€;0-4pts
Private;Van;yes;0;13.0;Highly Urban/ Urban;18/09/2019;complet;dev_premium;9294;1966;Non;Oui;+100k€;+200k€;0-4pts
Commercial;Pickup;yes;5;11.0;Highly Urban/ Urban;13/02/2022;complet;dev_vip;9295;1962;Non;Oui;50k-75k€;150-200k€;4-8pts
Commercial;Sports Car;no;0;8.0;z_Highly Rural/ Rural;12/12/2019;complet;dev_express;9296;1993;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;21/05/2019;complet;dev_express;9297;1971;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;2;1.0;Highly Urban/ Urban;15/08/2020;complet;dev_express;9298;1938;Non;Non;75k-100k€;-;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;16/12/2021;complet;dev_vip;9299;1935;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Van;yes;4;19.0;Highly Urban/ Urban;11/09/2020;complet;dev_integral;9300;1967;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;no;0;6.0;Highly Urban/ Urban;13/02/2021;complet;dev_integral;9301;1952;Non;Non;25k-50k€;-;0-4pts
Private;z_SUV;no;3;17.0;Highly Urban/ Urban;30/08/2019;complet;dev_integral;9302;1984;Non;Non;+100k€;+200k€;0-4pts
Commercial;Panel Truck;yes;0;1.0;Highly Urban/ Urban;17/11/2019;complet;dev_integral;9303;1975;Non;Non;+100k€;+200k€;0-4pts
Commercial;Sports Car;no;1;7.0;Highly Urban/ Urban;03/04/2019;complet;dev_express;9304;1962;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;12.0;z_Highly Rural/ Rural;02/05/2021;complet;dev_integral;9305;1989;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Pickup;no;0;1.0;Highly Urban/ Urban;06/12/2021;complet;dev_integral;9306;1980;Non;Oui;50k-75k€;+200k€;0-4pts
Commercial;Pickup;yes;0;9.0;z_Highly Rural/ Rural;22/07/2021;complet;dev_express;9307;1969;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Van;yes;0;1.0;Highly Urban/ Urban;19/02/2021;complet;dev_express;9308;1959;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Van;no;5;;Highly Urban/ Urban;10/05/2021;complet;dev_express;9309;1931;Non;Non;+100k€;-;4-8pts
Private;Minivan;no;0;21.0;Highly Urban/ Urban;28/02/2021;complet;dev_express;9310;1968;Non;Non;+100k€;-;0-4pts
Commercial;Van;yes;0;11.0;Highly Urban/ Urban;01/12/2020;complet;dev_express;9311;1965;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;0;18.0;z_Highly Rural/ Rural;26/11/2021;complet;dev_integral;9312;1964;Non;Non;+100k€;0-75k€;0-4pts
Commercial;Pickup;yes;1;9.0;Highly Urban/ Urban;12/09/2019;complet;dev_express;9313;1965;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;0;;Highly Urban/ Urban;03/08/2021;complet;dev_integral;9314;1966;Oui;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;7;6.0;z_Highly Rural/ Rural;25/02/2022;complet;dev_integral;9315;1978;Non;Non;0-25k€;0-75k€;4-8pts
Commercial;z_SUV;no;9;8.0;z_Highly Rural/ Rural;31/05/2020;complet;dev_premium;9316;1965;Non;Oui;0-25k€;0-75k€;8-12pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;12/10/2020;complet;dev_integral;9317;1938;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;0;6.0;z_Highly Rural/ Rural;17/09/2020;complet;dev_premium;9318;2006;Non;Oui;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;3;16.0;Highly Urban/ Urban;14/11/2021;complet;dev_express;9319;2015;Non;Oui;-;0-75k€;0-4pts
Private;Van;yes;5;10.0;Highly Urban/ Urban;09/09/2020;complet;dev_integral;9320;1958;Non;Non;-;150-200k€;4-8pts
Private;Minivan;no;6;12.0;Highly Urban/ Urban;02/01/2022;complet;dev_integral;9321;1952;Oui;Oui;75k-100k€;+200k€;4-8pts
Private;z_SUV;no;4;17.0;Highly Urban/ Urban;27/07/2021;complet;dev_integral;9322;1934;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;yes;2;11.0;Highly Urban/ Urban;17/05/2022;incomplet;dev_integral;9323;1961;Non;Oui;+100k€;+200k€;0-4pts
Private;Sports Car;no;0;;Highly Urban/ Urban;02/04/2022;complet;dev_express;9324;1966;Non;Oui;50k-75k€;+200k€;0-4pts
Private;Pickup;no;2;1.0;z_Highly Rural/ Rural;03/05/2022;complet;dev_premium;9325;1973;Non;Oui;-;-;0-4pts
Private;z_SUV;no;7;11.0;Highly Urban/ Urban;31/01/2020;complet;dev_premium;9326;1984;Non;Non;0-25k€;75-150k€;4-8pts
Commercial;Sports Car;no;6;8.0;Highly Urban/ Urban;02/04/2019;incomplet;dev_integral;9327;1987;Non;Non;0-25k€;0-75k€;4-8pts
Private;Van;no;1;14.0;Highly Urban/ Urban;25/04/2022;complet;dev_express;9328;1968;Non;Non;-;+200k€;0-4pts
Private;Minivan;yes;0;7.0;Highly Urban/ Urban;26/12/2019;complet;dev_integral;9329;1962;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;3;1.0;Highly Urban/ Urban;30/04/2021;complet;dev_express;9330;1975;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Sports Car;no;1;1.0;Highly Urban/ Urban;28/08/2019;complet;dev_integral;9331;1956;Oui;Oui;0-25k€;0-75k€;0-4pts
Commercial;Panel Truck;no;0;;z_Highly Rural/ Rural;12/10/2019;complet;dev_express;9332;1934;Non;Non;+100k€;+200k€;0-4pts
Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;28/03/2021;complet;dev_integral;9333;2017;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Pickup;no;2;12.0;Highly Urban/ Urban;02/11/2019;complet;dev_integral;9334;1998;Non;Non;25k-50k€;0-75k€;0-4pts
Private;Minivan;no;6;17.0;Highly Urban/ Urban;13/12/2020;complet;dev_express;9335;1970;Non;Non;75k-100k€;+200k€;4-8pts
Private;Sports Car;no;6;18.0;Highly Urban/ Urban;21/07/2019;complet;dev_vip;9336;1937;Non;Oui;+100k€;+200k€;4-8pts
Private;Minivan;yes;6;13.0;Highly Urban/ Urban;15/04/2020;incomplet;dev_express;9337;1955;Oui;Oui;-;0-75k€;4-8pts
Private;Pickup;yes;4;16.0;z_Highly Rural/ Rural;08/03/2022;complet;dev_integral;9338;1982;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;yes;1;1.0;Highly Urban/ Urban;21/09/2019;complet;dev_express;9339;1932;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;03/07/2020;complet;dev_express;9340;1966;Non;Non;-;150-200k€;0-4pts
Commercial;Minivan;yes;0;10.0;Highly Urban/ Urban;14/11/2019;complet;dev_express;9341;2016;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Minivan;yes;2;14.0;Highly Urban/ Urban;28/11/2021;complet;dev_integral;9342;1969;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;3;10.0;Highly Urban/ Urban;15/05/2021;complet;dev_integral;9343;1950;Oui;Oui;+100k€;+200k€;0-4pts
Private;Sports Car;no;0;15.0;Highly Urban/ Urban;30/11/2021;complet;dev_integral;9344;2014;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;yes;0;4.0;Highly Urban/ Urban;09/09/2020;complet;dev_express;9345;2001;Non;Non;0-25k€;75-150k€;0-4pts
Private;Van;no;0;1.0;Highly Urban/ Urban;17/11/2019;complet;dev_express;9346;1964;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;2;1.0;Highly Urban/ Urban;09/11/2021;complet;dev_integral;9347;1968;Non;Non;25k-50k€;-;0-4pts
